# This file was automatically generated by http://masterlens.astro.utah.edu/ and should not be edited by hand.
# "system_name", "discovery_date", "ra_hrs", "ra_mins", "ra_secs", "ra_coord", "dec_degrees", "dec_arcmin", "dec_arcsec", "dec_coord", "lensgrade", "number_images", "theta_e", "theta_e_err", "z_lens", "z_lens_err", "z_source", "z_source_err", "vdisp", "vdisp_err"
"B2108+213", "2005-01-01", "21", "10", "54", 317.725, "+21", "31", "00.7", +21.51686, "A", 2, 4.57, NaN, 0.3648, NaN, NaN, NaN, 325, 25
"SDSS J2111-0114", "2009-07-01", "21", "11", "19.34", 317.830583, "-01", "14", "23.5", -1.239861, "A", 0, 17.7, NaN, 0.638, NaN, 2.858, NaN, NaN, NaN
"SDSS J2122+0409", "2011-12-15", "21", "22", "52.04", 320.71684, "+04", "09", "35.53", +4.15987, "A", 2, 1.580, NaN, 0.6261, 0.0001, 1.452, NaN, 324, 56
"SDSS J2125+0411", "2011-12-15", "21", "25", "10.67", 321.29447, "+04", "11", "31.56", +4.1921, "A", 2, 1.204, NaN, 0.3632, 0.0001, 0.978, NaN, 247, 17
"MACS J212919.9-074218", "2011-01-01", "21", "29", "19.9", 322.332917, "-07", "42", "18", -7.705, "A", 4, NaN, NaN, 0.594, NaN, 1.212, NaN, NaN, NaN
"MACS J2129.4-0741", "2010-06-01", "21", "29", "26.214", 322.359225, "-07", "41", "26.22", -7.690617, "A", 0, 37, 2, 0.589, NaN, NaN, NaN, 1400, 200
"SPT2132-58", "2013-03-21", "21", "32", "43.23", 323.180125, "-58", "02", "46.20", -57.953833, "A", 0, NaN, NaN, NaN, NaN, 4.7677, NaN, NaN, NaN
"SPT2134-50", "2013-03-21", "21", "34", "3.34", 323.513917, "-50", "13", "25.10", -49.776361, "A", 0, NaN, NaN, NaN, NaN, 2.7799, NaN, NaN, NaN
"SDSS J2141-0001", "2011-11-01", "21", "41", "54.68", 325.47783, "-00", "01", "12.32", -0.02009, "A", 4, NaN, NaN, 0.13800, 0.00004, 0.713, NaN, 184, 13
"SPT2146-55", "2013-03-21", "21", "46", "54.02", 326.725083, "-55", "07", "54.30", -54.868250, "A", 0, NaN, NaN, NaN, NaN, 4.5672, NaN, NaN, NaN
"SPT2147-50", "2013-03-21", "21", "47", "19.05", 326.829375, "-50", "35", "54.00", -49.401667, "A", 0, NaN, NaN, NaN, NaN, 3.7602, NaN, NaN, NaN
"HE2149-2745", "1996-11-01", "21", "52", "07", 328.02917, "-27", "31", "50.000", -27.53056, "A", 2, 1.7, NaN, 0.5, NaN, 2.03, NaN, NaN, NaN
"CY2201-3201", "2006-12-01", "22", "01", "32", 330.38333, "-32", "01", "44.000", -32.02889, "A", 2, 0.83, NaN, 0.32, NaN, 3.9, NaN, NaN, NaN
"SL2S J220329+020519", "2011-09-08", "22", "03", "29.03", 330.870971, "+02", "05", "18.89", +2.088580, "A", 2, 1.95, 0.06, 0.400, 0.001, 2.15, 0.01, NaN, NaN
"SL2S J220507+014704", "2011-09-08", "22", "05", "6.92", 331.278839, "+01", "47", "3.71", +1.784363, "A", 2, 1.66, 0.06, 0.476, 0.001, 2.53, 0.01, NaN, NaN
"SL2S J220629+005728", "2010-08-18", "22", "06", "29.39", 331.6224670, "+00", "57", "28.93", 0.9580361, "A", 0, 1.55, 0.07, 0.7044, 0.001, NaN, NaN, NaN, NaN
"SL2S J221307-003037", "2011-09-08", "22", "13", "6.93", 333.278869, "+00", "30", "37.05", -0.5102916, "A", 2, 2.8, NaN, 0.69, 0.02, NaN, NaN, NaN, NaN
"SL2S J221326-000946", "2010-08-18", "22", "13", "26.18", 333.35908, "-00", "09", "46.3", -0.16286147, "A", 0, 1.07, 0.03, 0.3378, 0.001, 3.447, 0.001, 183, 34
"SL2S J221332+004836", "2011-09-08", "22", "13", "31.85", 333.382720, "+00", "48", "36.14", +0.810038, "A", 3, 4.8, NaN, 1.00, 0.03, NaN, NaN, NaN, NaN
"SL2S J221410-173056", "2011-09-08", "22", "14", "9.57", 333.539886, "-17", "30", "56.23", -17.5156192, "A", 1, 7.4, NaN, 0.83, 0.05, NaN, NaN, NaN, NaN
"MACS J2214.9-1359", "2010-06-01", "22", "14", "57.415", 333.739229, "-14", "00", "10.78", -14.002994, "A", 0, 23, 2, 0.503, NaN, NaN, NaN, 1300, 100
"ACS J221501.12-135822.9", "2012-06-15", "22", "15", "01.12", 333.754667, "-13", "58", "22.9", -13.973028, "A", 1, 0.82, NaN, NaN, NaN, NaN, NaN, NaN, NaN
"SL2S J222144-005303", "2011-09-08", "22", "21", "43.74", 335.432250, "+00", "53", "2.89", -0.8841361, "A", 4, 4.7, NaN, 0.39, 0.02, NaN, NaN, NaN, NaN
"SL2SJ222148+011542", "2013-07-01", "22", "21", "48.82", 335.453417, "+01", "15", "42.7", +1.261861, "A", 0, 1.40, 0.05, 0.325, 0.001, 2.35, 0.01, NaN, NaN
"CSWA 10", "2009-01-01", "22", "38", "31.31", 339.63047433, "+13", "19", "55.86", 13.33218384, "A", 0, NaN, NaN, 0.413, NaN, 0.724, NaN, NaN, NaN
"SDSS J2238-0754", "2009-11-01", "22", "38", "40", 339.66667, "-07", "54", "56.000", -7.91556, "A", 0, NaN, NaN, 0.137, NaN, 0.713, NaN, NaN, NaN
"Q2237+0305", "1985-05-01", "22", "40", "30", 340.125, "+03", "21", "28.8", +3.358, "A", 4, 1.78, NaN, 0.0394, NaN, 1.695, NaN, NaN, NaN
"SDSS J2243-0935", "2011-03-01", "22", "43", "19.80", 340.8325, "-09", "35", "30.9", -9.591917, "A", 0, NaN, NaN, 0.447, NaN, 2.091, NaN, NaN, NaN
"SDSS J2300+0022", "", "23", "0", "53.14", 345.22143, "+00", "22", "38.06", +0.37724, "A", 0, NaN, NaN, 0.22847, 0.00005, 0.463, NaN, 267, 18
"SDSS J2302-0840", "", "23", "02", "20.18", 345.58409, "-08", "40", "49.44", -8.6804, "A", 0, NaN, NaN, 0.09012, 0.00002, 0.222, NaN, 239, 8
"SDSS J2303+1422", "", "23", "03", "21.72", 345.84052, "+14", "22", "17.94", +14.37165, "A", 0, NaN, NaN, 0.15529, 0.00005, 0.517, NaN, 249, 15
"ACS J230325.68+085212.6", "2012-06-15", "23", "03", "25.68", 345.857, "+08", "52", "12.6", +8.870167, "A", 1, 0.72, NaN, NaN, NaN, NaN, NaN, NaN, NaN
"SDSS J2303+0037", "2011-12-15", "23", "03", "35.17", 345.89654, "+00", "37", "3.18", +0.61755, "A", 4, 1.016, NaN, 0.4582, 0.0001, 0.936, NaN, 274, 31
"SDSS J2321-0939", "", "23", "21", "20.94", 350.33723, "-09", "39", "10.26", -9.65285, "A", 0, NaN, NaN, 0.08185, 0.00002, 0.532, NaN, 239, 8
"B2319+052", "2000-02-01", "23", "21", "40", 350.41667, "+05", "27", "36.4", +5.46011, "A", 2, 1.36, NaN, 0.62, NaN, NaN, NaN, NaN, NaN
"SDSS J2341+0000", "", "23", "41", "11.57", 355.29822, "+00", "0", "18.65", +0.00518, "A", 0, NaN, NaN, 0.18595, 0.00003, 0.807, NaN, 224, 14
"ULAS J2343-0050", "2008-06-01", "23", "43", "11.93", 355.79974989, "-00", "50", "34.3", -0.84287291, "A", 2, 0.58, NaN, 0.3, NaN, 0.788, 0.001, NaN, NaN
"SDSS J2343-0030", "", "23", "43", "58.87", 355.99529, "-00", "30", "22.39", -0.50622, "A", 0, NaN, NaN, 0.18073, 0.00003, 0.463, NaN, 256, 11
"SDSS J2347-0005", "", "23", "47", "28.08", 356.86701, "-00", "05", "21.26", -0.08924, "A", 0, NaN, NaN, 0.4167, 0.0001, 0.714, NaN, 407, 57
"ACS J235130.60-261459.7", "2012-06-15", "23", "51", "30.60", 357.8775, "-26", "14", "59.7", -26.249917, "A", 1, 3.32, NaN, NaN, NaN, NaN, NaN, NaN, NaN
